pk,caption_text,output,inference_time
./posts/eatthisnotthat/2023-09-17/images/post_3189876380912221950.jpg,,no,0.15932583808898926
./posts/eatthisnotthat/2023-09-17/images/post_3182502407463273393.jpg,SWAP THIS FOR THAT LUNCH EDITION a PLASTIC STAINLESS STEEL BENTCO PLANET BON a: fils ay ! 4 ~ ~~ Gy 7,No,0.15720391273498535
./posts/eatthisnotthat/2023-09-17/images/post_3187634676445217513.jpg,,no,0.15708017349243164
./posts/eatthisnotthat/2023-09-17/images/post_3181900984586247985.jpg,,no,0.15851688385009766
./posts/eatthisnotthat/2023-09-17/images/post_3188562760652181324.jpg,,no,0.15766191482543945
./posts/eatthisnotthat/2023-09-17/images/post_3188048770810668991.jpg,"Some Important Health oa Facts For You Reals genet  & Aan Apo.e a Day Salmon:  ay. Lb oewer a Day No Gectors No Cane er Me Fat ae: Ve gass min a Cay dates ab lay, 1 time graye a Cay Ne Bore freblems Neo wweaktess No Tension",yes,0.15519309043884277
./posts/eatthisnotthat/2023-09-17/images/post_3188410866600655455.jpg,,no,0.15773987770080566
./posts/eatthisnotthat/2023-09-17/images/post_3190307375369845389.jpg,"COMMON ACNE TRIGGERS Ted aR Me UTE OE _""  ~ Webeh  OROTEIN ENERGY DRINKS OE ARUTS | PEANUT BUTTER pl, \ A? SHOTS / RFOTIN CHLORINE boos SURDLEMENTS  = /  / o x  VABES FARR C SOCTERNERS, SMELLE ISH SLENTED DETERUENT",No,0.1564040184020996
./posts/eatthisnotthat/2023-09-17/images/post_3188562760618717060.jpg,,no,0.1597452163696289
./posts/eatthisnotthat/2023-09-17/images/post_3190313008277354714.jpg,,no,0.1564180850982666
./posts/eatthisnotthat/2023-09-17/images/post_3192464479509754113.jpg,,no,0.2384798526763916
./posts/eatthisnotthat/2023-09-17/images/post_3186230394877494467.jpg,,no,0.16968512535095215
./posts/eatthisnotthat/2023-09-17/images/post_3190480999740305515.jpg,,no,0.1563398838043213
./posts/eatthisnotthat/2023-09-17/images/post_3186699487121190492.jpg,,no,0.15877485275268555
./posts/eatthisnotthat/2023-09-17/images/post_3193781167408912850.jpg,HEALING WITH FRUIT Just a few of the MANY benefits. Fruit is medicine!  eon ay Apples anti cancerous heavy metal detoxifying radiation protection eat the skin! 4  Pomegranate oral health hormone support blood building Cherries pain reducing nerve soothing sleep aid darker the better! Watermelon boosts athletic performance muscle recovery emotional support,No,0.15183806419372559
./posts/eatthisnotthat/2023-09-17/images/post_3190305165865504720.jpg,Things | no longer believe EAT LESS TO LOSE WEIGHT Uf negatve bioleedback Degirs to show ui Check ons ardor te coact suspected melabsiic adapranuon. agapive therm Genesis was Staring fo slow progress of Cause a Plafea a get brea car be ompemeried strategcady fo epabre ine cherctts continue to see fat loss progress * Signs of adaptations: Pnegy is vety OW Tired ever attest & hours of sleep Rey ng on caffe 1e to get borough [ne Gay . fitc is doan Recovery trom wer'outs Is Laking  ger Persistent canges to or loss of your menstrual cy & Moca ness Bra tog Can see acig crease avhongecburgry alive time oa loss of tuvger Poo 5 e&p qual ty insome a,No,0.15470194816589355
./posts/eatthisnotthat/2023-09-17/images/post_3192396627414842702.jpg,,no,0.1503129005432129
./posts/eatthisnotthat/2023-09-17/images/post_3189860762205716697.jpg,,no,0.15425419807434082
./posts/eatthisnotthat/2023-09-17/images/post_3191709597474587191.jpg,Foods That Contain Almost Zero ay iclove-Scalories  1/2 cup - 10calories <> 1/2 cup - 8calories 1/2 <a - 3calories 1/2cup - 28calories ee 1/2 cup - 9calones 1/2 cup - 1Scalories 7 f 26calories 1/2 cup - 13calories 1/2cup - 23calories 1/2 cup- 12calories HealthyFoodAdvice ories . jw Sy 1/2 cup - 29calories d 1/2 cup - 13calortes * f 4. 1/2 cup - 15calories 1/2cup - 22calories  1/2 cup - 11 calories Po 1/2 cup - 9calories,No,0.1580216884613037
./posts/eatthisnotthat/2023-09-17/images/post_3181362536883887344.jpg,WEA TE TECINTNG WO iE eet Whe GEL,No,0.152662992477417
./posts/eatthisnotthat/2023-09-17/images/post_3190305166066952688.jpg,"Things | no longer believe EAT LESS TO LOSE WEIGHT Growing Go bbe. eved taal weg i! O85 Wwelh a gless Agdg wbre we ght resulbcheatey oOoE Papper Teaceore cect thete soa Prrrlte os aa Te sc ele To sappor eal ry  4 Che lost pecno eb pheeroeroreal you aids aed rg forse feel ust Sy canpeciig 6 ca led siete NOt dea yu bow, ras ae nese od Calodes arg 6 Corsecurg al >of ererg, becanse tfeels toatl tray reencigy  stalbeqgae ght fat less Inorder te ce ve se Tas Ios re peratiee to eal exoug ca oes foo a Sw gear acult",No,0.1511399745941162
./posts/eatthisnotthat/2023-09-17/images/post_3192396627414694157.jpg,,no,0.15241718292236328
./posts/eatthisnotthat/2023-09-17/images/post_3190357743583659367.jpg,,no,0.15575098991394043
./posts/eatthisnotthat/2023-09-17/images/post_3190313008302603266.jpg,"0 SI TES EN DIET ET QUE TU VEUX FACILITER TON DEFICIT CALORIQUE, BOIRE DE L'EAU AVANT LES REPAS PEUT TAIDER A REDUIRE LA SENSATION DE FAIM, CE QUI PEUT ETRE UTILE POUR TA PERTE DE POIDS. CUUNMIBEICIN TIE NETEIS",No,0.15396404266357422
./posts/eatthisnotthat/2023-09-17/images/post_3189937140229639392.jpg,,no,0.15137696266174316
./posts/eatthisnotthat/2023-09-17/images/post_3189782310659513391.jpg, RENFORCE TA CONCENTRATION GRACE AU CHOCOLAT NOIR. CHUAMBRIN HEAL TIN,No,0.15872979164123535
./posts/eatthisnotthat/2023-09-17/images/post_3188062885360537943.jpg,(\) ao ee :  reo ~ & > w ow yy 2a * z Foy yet,No,0.15747499465942383
./posts/eatthisnotthat/2023-09-17/images/post_3182345561432851075.jpg,THE TRUTH ABOUT EATING,yes,0.15703678131103516
./posts/eatthisnotthat/2023-09-17/images/post_3184192529817010479.jpg,ye al gio Nor i,Yes,0.15356016159057617
