pk,caption_text,output,inference_time
3189937145388524962,"Hhnchencurry mit Cashewkernen, Paprika, Karotten und Mandarinen",yes,0.1531200408935547
3189925897591076354," Matcha vs. Coffee . Follow  for delicious, easy-to-make smoothies for rapid weight loss, increased energy, and incredible health! . I love making lattes (pictured here) with coffee/espresso as well as matcha. Sometimes I even do half of each in a latte  Both have their benefits and are delicious!  Matcha is made from dried green tea leaves and typically comes in a powder that is mixed into milk or water. Its also great in baked goods!  It has 140 times the antioxidants of coffee and has an amino acid called L-theanine, which promotes the slow release of caffeine. This gives matcha the ability to sustain energy for up to twice as long as coffee.  The energy matcha provides is also a much more calm, alert awareness, that doesnt lend to that jittery feeling coffee can cause.  Coffee is made from ground coffee beans and has up to 3 times the caffeine of matcha. A little bit also adds great flavor to chocolate baked goods and other savory recipes - see my brisket coffee rub on my blog! (in my bio)  It provides a faster spike in energy, but also a faster drop, so it tends to energize for only 1-3 hours. The energy from coffee is also a bit more stimulating, which can cause that jittery feeling for some people.  If you have issues with acid reflux or stomach inflammation, as well as anxiety, I would suggest trying matcha if you want caffeine!  I drink both depending on what I need - If im really sleepy, matcha doesnt always to the trick.  I hope this was helpful! Which one do you prefer? . . . . . . . .",Yes,0.1551511287689209
3189876386918392476,Reuben love comes in stages. What makes up your favorite pastrami sandwich??!? .,No,0.14989399909973145
3189860766811143509,"Yummy blackened salmon topped with jalapeo mango pineapple salsa and a side of Cajun black bean, red pepper, plant based rice.",yes,0.1493687629699707
3189782317235978700,"La sant est notre bien le plus prcieux. Mangez quilibr, hydratez-vous, bougez et dormez bien et tout ira pour le mieux.",yes,0.1506519317626953
3189733428672799283,broiled seafood oregenata,yes,0.1492297649383545
3189669363261114857,Follow for more health information and wellness tips. . . . .,yes,0.15453290939331055
3189622466723122339,"When the fianc asks for boneless wings with mac & cheese for our 7 year anniversary, you come through  He then gets stuck in traffic for over an hour so it gets reheated  Linking the recipe for both in my stories  Couldve used some veg but sometimes you just have what you crave, thats okay too! ",yes,0.15633606910705566
3189511046429783647,"These wordy posts never do as well, so please share  So much misinformation being spread & its not necessary ",no,0.1513957977294922
3189493400953330566,"So barish ke season me esa ho hi jata hai ki bemar padh jaeyge uske lie kuch tips khane ke uppar . Kya appko bhi Immunity bohut Kam hai Kya app bhi jaldi se bemar padh jaate hai and you have tried multiple things to improve it . Mera name Abhishek Surana hai Mai ek Health,fitness and wellness coach Hu agar apko health se related koi bhi help Chahiye to direct mughe msg kr skte hai. .",No,0.15177536010742188
