pk,caption_text,output,inference_time
3183408119515091349,Savouring pasta goodness with a low-carb twist!!  say hello to zoodles your low carb couscous bff! Tag someone who needs this healthy swap!!,Yes,0.15755581855773926
3183214353809325288,"I lovee me a good salad nom nom nom !! But even when it comes to salads, it can be borderline not good for you. The deep fried chicken strips, nachos, and 5 cups of dressing can bring out the worst in you, literally! From skin flare ups to a bad case of bloating and weight gain, making small changes on your plate can be helpful. Start by selecting healthier alternatives to enjoy your meal. Instead of fried chicken try grilled, instead of ranch dressing maybe youd rather balsamic vinegar. These smaller changes creates habits of healthy lifestyle choices ",No,0.15302205085754395
3183089651538902096," thanks to everyone that joined the food planning session today! Hope it was valuable , great Q&A on simple swaps  9 day trial packs are available Free wellness evaluation also available with no obligation   for details",no,0.15586400032043457
3182788805757230066,"Transform your tastes & revamp your health: Explore these tasty swaps to boost your well-being and indulge your taste buds! Fizz to Fruit: Swap those bubbly soft drinks for fruity juices. Let the flavors party on your taste buds while giving your body a vitamin boost! Cake to Dark Delight: Bye-bye sugary cakes, hello dark chocolate! It's not just yummy, it's loaded with antioxidants and mood-boosting magic. Milk Tea to Herbal Hug: Instead of heavy milk tea, opt for herbal teas. Each cup is like a cozy hug for your well-being, soothing nerves and aiding digestion. Sweets to Dry Superstars: Say no to sugar crashes and yes to the crunchy goodness of dry fruits. They're nature's candy, full of fiber, vitamins, and long-lasting energy. Sugar Switcheroo: Kick refined sugar to the curb and welcome honey or jaggery. It's like upgrading your sweet game while being super kind to your body. Let's tackle this challenge together, one tasty choice at a time. Every better pick makes us feel amazing. Cheers to delicious decisions that love our bodies right back! ",yes,0.15448689460754395
3182457278095365530,"Food Swap Friday: Chick Fil A Chicken Nuggets (8 ct) I know many of us are huge chicken nugget fans! Again, this is just more about knowing what we are putting in our bodies. They are both full of protein, which is great, but there is so much less fat and calories in grilled nuggets, and we all know fried foods arent always the best choice for our bodies. Is it ok to enjoy fun foods from time to time, absolutely!!",No,0.16071200370788574
3182289494584674079,"Sometimes fast food is our only option and maybe someone doesnt have the time or resources to meal prep to bring food with them on the go, and thats okay! Its about finding healthier alternative that fit into a balanced diet  These are some fast food alternatives that are lower in calories so they may be a better option, especially if youre on a weight loss journey! Some general things I recommend looking for when eating out include:  choosing grilled options to help lower fat intake  opt for smaller portions for fries/sides or beverages  opt for DIET soda products as these have ZERO calories (amazing for weight loss management)  ask for a low fat dressing  skip added sauces or dips All foods can be included into a balanced diet and you can still enjoy the foods you like while on a health/weight loss journey!",No,0.15471601486206055
3181801043666991160,"HEALTHIER FOOD SWAPS These alternatives have cleaner ingredients & are ultimately easier for the body to digest! As someone who has struggled with digestive issues & bloating, I feel obligated to share the swaps that have worked for me & benefited my overall gut health. * Please note that everyones bodies are different & we all digest/react to ingredients in different ways. I have spent a lot of time trying different alternatives & doing tons of research to find what works for me. Feel free to try these swaps & spend some time finding what works for you!! :)",Yes,0.15699291229248047
3181764276246119771,"One of the mistakes I notice when people try to lose weight and fail to keep it up is they completely overhaul the foods they eat. They go from eating foods they like to going for a completely different food that they find almost unpalatable. If you really don't like a food, will you be able to sustain this long term? I doubt it. Take the burgers in the picture of instance, both very similar but there is over 30 Calories a difference in them. Now this may not sound a lot, but it is significant. If every food you eat was 30 Calories less than your usual food, you would quickly have reduced your Calories, without eating foods you really don't enjoy. So think to yourself, do you need to make huge changes you can't sustain, or small changes that will add up? You know the foods you like the most, so this is another option to consider. Till next time...JS Thursday Thoughts --------------------------------------------------------------- For coaching enquires send a DM or Text 07591141999 And I will get back to you",No,0.15574312210083008
3181759272138749635,"DinnerHomemade chilli with basmati rice and side salad  think I overdone it with the chilli but tasted yum-my!!!  Dinner Homemade Chilli, 100g cooked basmati rice, a sprinkle of cheddar and some iceberg lettuce to cool down my mouth  Delicoius!!! ",yes,0.15236711502075195
3181750428306131178,"As you gain weight in alot of years then how it is possible to shed it in some days or weeks?????? Along with it, we do crash diets even without knowing that how badly they can impact our health. - Check the post's slides to know the symptoms and if you feel these symptoms then you need to switch your diet to a balanced healthy diet. Do crash diets actually work? Going on a crash diet may deliver short-term results. By cutting your calories so low and making drastic changes to the type of food you eat, your body will shed weight. But there are lots of problems with this dramatic approach to losing weight. If you want to lose long term weight in a healthy manner then don't go for crash diet, otherwise you'll lose weight for short time and will gain all that weight back after sometime.",No,0.15354204177856445
3181679079456371951," Follow for more health, nutrition and weightloss tips     ! You dont need to miss out when in a calorie deficit, you can also enjoy soul foods while working towards your goals. Learn the skill of counting macros, so that you too can enjoy your favorite foods while reaching your goals! We encourage you to eat ALL foods, do not restrict yourself as that will set you up with a poor relationship with food and lead to yo- yo dieting. At Hera we want to set you up for success - for LIFE! Our Busy Woman Program & Coaching applications are now open. Apply via our insta link",yes,0.15389180183410645
3181490848042456544," Before you make a food swap, let's talk cravings for a sec. You know those certain foods that just hit the spot? Creamy, crunchy, salty, sweet, and savory  they're like the VIPs of taste sensations that make us love what we eat. Identify your craving, then go from there!  You can still get that satisfaction by choosing alternatives that fit the same category. Here are some cool ideas to try: 1. Try almonds, carrots or celery instead of chips or pretzels. There is still a crunch, but the nutrients are higher in the healthy stuff. 2. Reach for flavored water instead of soda. Add a splash of fruit juice, lime, lemon, fresh fruit or mint. 3. Choose hummus or avocado instead of mayo on a sandwich. Get the creamy and moist texture with higher quality foods. 4. Munch on a sweet potato with cinnamon instead of cake. Get the sugar fix without the empty calories. 5. Enjoy some plain yogurt swirled with vanilla and honey instead of artificially flavored yogurt or ice cream. 6. Snack on grapes, apples, peaches, dried mango or other fruit instead of candy to satisfy the sweet tooth. 7. Indulge in a piece of dark chocolate or a nuts-only bar instead of a candy bar.  Plus, these swaps are not just for the health perks, but for the awesome energy boost and improved focus they bring! . . . . . .",yes,0.1566789150238037
3181360200881814469,This week's blog is about simple food swaps and tips to help you consume less calories. You can read the full article on our website at: Do you have any other ideas? Please add them below ,yes,0.1538219451904297
3181226141134847466,In a deficit but love having mayo? Heres a simple food swap that allows me to stick to my calorie deficit!!,Yes,0.1541450023651123
3181057768187149335,Heres a bit of a different one for you Gluten free low carb bread  This isnt a Cookidoo recipe but I sure did prepare it in the Thermomix! Less mess! No need to knead by hand! The verdict? Amazing! Ill be making this one again and again ,Yes,0.15768980979919434
3180919643370029256,"FOODSWAPS  Natuurlijk zeg ik nu niet dat je nooit meer een McFlurry mag eten, maar deze keuzes kunnen je helpen met afvallen of om voor een gezondere keuze te kiezen. Ik wil laten zien dat je met kleine aanpassingen al veel kan bereiken.   McFlurry KitKat  KitKat ijsje  Crme Frache  Crme Frache Light  Quaker Cruesli Chocolade  Holie Granola Chocolate  Geraspte kaas 48+  Geraspte kaas 30+",No,0.15600109100341797
3180800588531825500,"Small changes can make a huge difference in the long run. When it comes to weight management, swapping old foods for new heart-healthy and weight-loss friendly ones can help you achieve your goals in 2 years, 6 months, or even a few weeks! Check these out:  Non-fat Greek yogurt (instead of sour cream)  Coffee with skim and almond milk and 1 pump syrup (instead of sweetened coffee)  Non-fat or 1% milk (instead of whole)  Grilled chicken (instead of fried)  Nuts and fruits (instead of chips) These small swaps can help set you on the right path and allow you to achieve your goals. Leave me a comment down below on how I can support you! ",yes,0.15589618682861328
3180648068041382141,"I forgot to make my overnight oats (again). So Ive got a scoop of protein powder and an apple to add to the instant oats I keep in the office 2 things that will increase the nutrients, protein and fibre content of my breakfast meaning I benefit from vitamins and minerals but also feel fuller for longer and less likely to want to snack before lunch Nutrition shouldnt be complicated or overwhelming The best thing you can do is to make simple changes to what you already eat Start with one meal If breakfast is toast, try adding some fruit to eat alongside If lunch is a meal deal, can you buy a bag of salad to add into your sandwich or swap the crisps for the fruit pot If dinner is bolognese add in some chopped peppers or grated carrot Simple What can you add or swap today? Why not save this post for when you need some inspiration",No,0.1545391082763672
3180369792471523678,"So much of our food world revolves around wheat flour. What's a dedicated keto'er to do? Continuing on our recent theme of grain-free flours, we're highlighting almond flour this week. You won't be able to substitute one-for-one, since almond flour doesn't have the binding capability of gluten, and it's also higher in fat. A common guideline is to use about 1/4 to 1/3 cup of almond flour for every 1 cup of regular flour in baking recipes - however, keep in mind that you might need to adjust other ingredients like eggs, liquids, and leavening agents to achieve the desired consistency and flavor. Better yet, look for keto-specific recipes that were developed to be low-carb from the start. (Hint: The Senza Recipe Box has LOTS!) If almonds aren't your thing, try coconut flour - popular for pancakes, muffins, tortillas, and even grain-free cakes.",yes,0.15670299530029297
3180305871150683040,DIET SWAPS ........ Diet culture teaches us that we need to give up ALL the good stuff in order to reach our goals..... and that's absolutely NOT true! . SAVE and SHARE this one because you don't need to miss out - you can have a balance of everything  . . . . . . . .,No,0.16260194778442383
3180303013717239248,"CONVENTIONAL salt (not sea salt), is one of those sneaky ingredients thats literally in ev-er-y-thing including foods you may not think twice about: Bread & baked goods Condiments Deli meats & cold cuts Cheese Pickles & olives If this sounds familiar, and you want a way out (one that doesnt involve symptoms like headaches, nausea, and fatigue as you withdraw from salt), working with a functional health professional is a good way to start. Not only can we pinpoint exactly whats causing your fatigue, but we can also help you create a custom game plan to address your root cause. Want my free guide to easy food swaps that will boost your energy? Comment food and Ill send it over! . . . . .",yes,0.1553630828857422
3180214283459526216,"Part 2 for elevating your pantry has arrived! Most of us can appreciate organization, especially all the viral videos of people using pretty storage containers in their fridges. Please give yourself grace when considering this process because the Standard American Diet doesn't make this criterion easy. Don't feel like you have to change or swap out everything today! You can do this in phases as you run out of products, or as your grocery budget allows. You may consider focusing on the top 3 to 5 products you use most often for an immediate replacement. Over time, you could be surprised by how you feel regarding these changes. Would it be nice to be less inflamed, have fewer cravings, experience less brain fog, and have better energy? Questions you can ask yourself.. How often do we consume it? Is there an alternative option? Are we able to make the switch now? Are you due for a pantry/fridge clean out? I would love to hear about it if you give it a go!",No,0.1563570499420166
3180192076464627335,Learning how to a healthier meal starts with making small Our healthy foods swap list is a first step to get you started on nourishing your body from the inside out.  These simple yet powerful swaps can transform your meals by making them healthier and more nourishing. Replacing refined sugar with sweeteners and processed grains with whole grains can make a big difference to your overall Explore new flavours by choosing more and nutrient-dense ingredients that support you on your journey! Do you need to make any of these swaps? Have you made any food swaps lately? Let us know in the comments  Make sure to follow for more and digestion,Yes,0.15634584426879883
3180155861971318455,"This not that Diet plays a huge part of skin health Lets talk about why these trigger acne: cows milk  - contains androgen hormones which are inflammatory whey protein - may cause overproduction of testosterone hormones. hormone imbalance leads to increase of oil production, leading to acne breakouts. peanut butter - contains androgen like ingredients (phytic acids). these cause excessive oil production, clogged pores, and inflammation. soy sauce - soy leads to decreased estrogen and increased androgen levels, which causes the glands to produce more pore clogging sebum (oil)",No,0.156264066696167
3179944360173604176,these are an absolute staple in my house only 24 cals for one marshmallow  my personal fave is to add them to hot choccies  - - - - - -,Yes,0.15616297721862793
