pk,caption_text,output,inference_time
3191335060690507122,"And what better way to start it than choosing to eat healthy, right? Stay tuned because tomorrow, we're unveiling our carefully curated meal plan for the upcoming week! Message us today to subscribe  . . .",yes,0.15724802017211914
3191247754624638660,"Do you love blueberries?  If so, drop a  emoji in the comments. This nourishing bowl of deliciousness packs tons of nutrition in one simple recipe! Chia seeds, walnuts, and flax meal complement the creamy berry base with their crunchy textures, and also offer lots of omega-3 fatty acids, phytonutrients, vitamins, and minerals. The second standout in this bowl are anthocyanins, phytonutrients that give blueberries their pretty purple hue. Get the full recipe here: Link in bio!",yes,0.15818500518798828
3190991097689581990,"Supplements to manage Diabetes: Everyone always wants to know what supplements you can take to control your diabetes! While I first recommend addressing your diet, lifestyle and getting active these are some supplements that you can consider. To be quite honest, I havent tried any of these personally or in practice, but it is what I was able to find with a little research. Some of these supplements, like cinnamon, wont hurt to add to your diet if you enjoy recipes that call for a little bit of cinnamon  If you do have diabetes please work with your provider to discuss the addition of these supplements so they can go over possible side effects and drug interactions. Never stop taking prescribed medication, let your healthcare provider know what your plan is! You dont want to run into poor outcomes from having dangerously high blood sugar levels. Keep a detailed journal of your numbers, how you feel after certain foods, supplements and medications - so you know what and how things are affecting your body. Be encouraged, knowing that any effort you put into your health will certainly have a positive outcome. Dont give up!",No,0.1590571403503418
3190957678633058857,,no,0.1578061580657959
3190939033323568584,"I am loving Sipologys new Simply Sweet Monk Fruit. My favourite is the Creamy Vanilla. I am having so much fun playing around with these flavours. I love that there are no sugar alcohols as I am sensitive to them, and they upset my tummy. What flavour would you choose? Original, Creamy Vanilla, or Cinnamon?",Yes,0.16608905792236328
3190879810321621148,"Connection is a huge part of relieving stress and anxiety. Its during the time Im connected with myself and others that time Im less focused on doing more, and more focused on being more. When we are looking to make changes for our health, we often go right to checklists and must-dos. The women I work with used to sign up to go all in on diets, and now they work with me to go all in on themselves. We know how to eat healthily. We know movement is important. We also know sleep is crucial. But what we often fail to do is make health is about connecting more deeply so you know yourself better. So you make changes that align to you and the things that matter most. I am to announce this years Miraculous Health Retreat will be about connecting with the self, and others, for a more abundant and healthier life. Drop a  below to be the first to get more info!",no,0.1556391716003418
3190747082443153507,"Every morning before I even start my day, I estimate everything I think Ill be having & input it into my tracker  I know roughly what Im having, I can tweak if needed & it allows me to not worry about saving calories for dinner ",yes,0.15381789207458496
3190589957533598456,Thai green curry broth with coconut milk and Turkey meatballs over basmati rice. Perfect spice and flavors,yes,0.15386414527893066
3190576007949462389,"Je vais partager pas mal de connaissances sur ce compte, n'hsite pas galement  me poser des questions en dm sur des sujets qui t'intresse.",no,0.16656208038330078
3190541382619990892,"News flash: The way you think about the scale is about to change . Non-scale victories are successes that are unrelated to the number on a scale. . These victories focus on progress, personal growth, and other forms of self-improvement outside of tracking your scaled weight. . Non-scaled victories are important because it helps you find success in your health and weight loss journey beyond the number on a scale. . Non-scale victories are just as important, if not more important than the scale, and should be celebrated for the progress and effort that you have put in. . Remember, its not about the number on the scale but rather about the lifestyle changes you have made to reach your health and wellness goals. . Celebrate the small wins, keep going and I promise you that when you do, the weight loss will follow. . Let weight loss be the side effect of you learning how to love yourself  . I understand how hard it can be to stay motivated when you feel like things are not going your way. Ive been there myself. . That is why I am so passionate about helping people like yourself lose weight and get strong. Send me a  in my DMs if you are looking for help. . Love, Em  . . .",No,0.1621837615966797
3190519680192215501,"Have you heard that electrolytes are important for a successful transition to ketosis? The body needs these minerals to regulate its metabolism. But as we make the metabolic switch to burning fat for energy, the body lets go of retained water, flushing sodium, potassium, and magnesium out with it. The result is electrolyte imbalance and flu-like symptoms that can be easily avoided with proper supplementation. Experts suggest 5000mg sodium, 1000mg potassium, and 400mg magnesium (in glycinate or malate form) per day. Although you can take the one at a time, there are several all-in-one options designed specifically for keto. Redmond Re-Lyte is one we like best. Sweetened with stevia, it contains 810mg sodium, 400mg potassium citrate and 50mg magnesium malate & glycinate per 6g scoop. To compare with another brand, one Liquid I.V. stick pack (6g) contains 11g of added sugars (the first ingredient on the list, followed by dextrose and citric acid) and only 500mg sodium, 370mg potassium, and zero magnesium. You decide...",yes,0.16547870635986328
3190480999740305515,"Okay, so the other day...kimchi fried rice using black beans rice",Yes,0.15503597259521484
3190357743583659367,zuppa di mussels,yes,0.15973806381225586
3190353837352940944,"more than just dessert, cannoli cream zeppoles",yes,0.15442919731140137
3190347174865486471,Customer satisfaction is worthless. Customer loyalty is priceless. ~ Jeffrey Gitomer Meski seringkali order dadakan  In Syaa Allah akan Mimin buatkan selagi bisa  Jazakillahu Khairan wa barakallahu fiik for your repeat order & trust in Carista Marita kak  Enjoy the deliciousness of Beef Spaghetti Brulee in every bite Lope sekebon  ~~~~~~~~~~~~~~~~~~~~~~ Apakah kamu butuh makanan dan minuman? Yuk kepoin menu di Carista Marita siapa tau ada yang cocok dihati  Untuk pemesanan boleh wa.me/62882000363463 Atau,No,0.17115497589111328
3190313013436353548,"L'eau est et restera ta meilleure allie, commence la journe par 2 grands verres d'eau et profite des externalits positives de cette petite attention.",no,0.16720199584960938
