pk,caption_text,output,inference_time
3181148206691148844,"WHOLESALE GLUCERNA HUNGER SMART SHAKE is a delicious meal or snack replacement to help manage blood sugar* and hunger. Can be used as a meal or snack replacement, to help manage blood sugar* and hunger. Use under medical supervision as part of a diabetes management plan.",yes,0.1506209373474121
3180028975166055738,"Food Cravings are a real need and should not be ignored as they often let you know what your body needs or is missing. They can also be a way for you to express certain emotions that are strong and hard to talk about.... I'm here to help if you want to decode your craving, and I also have a list of substitutes that work well if they are something that you would like to erase from your life. ... ... ...",yes,0.15308213233947754
3176017437467938459,"Food allergies can suck- but sometimes when you find a way around them, you feel like you won the lottery. Definitely today's feeling. I love our chocolate cake recipe.... but hadn't been able to get it to taste ""right"" in previous attempts. So for anyone wanting to try it... do a 1:1 cocoa powder to carob powder substitution, BUT THEN, add 1/3 the amount of your carob powder in good quality instant coffee/espresso. Decaf should be fine, you just want it to have a fairly rich flavor. is pretty tasty for instant coffee! Some sources say you'll want to add a bit more ""fat"" to your recipe- I used the mixing bowl that I just made butter in, and it seemed fine. The only thing I noticed is that I made need a tad more flour next time. What's your favorite work around?!? ",No,0.15107107162475586
3166676964999181047,Coconut Milk yogurt - fruit on the bottom!!! Im very limited on food and havent found a yogurt I really like! This is so yummy and healthy!!!,Yes,0.15599298477172852
3165213034724508745,1 cup light & fit Greek yogurt 1-2 Tablespoons Sugar Free cheesecake pudding mix. 2 Mini- Graham Crackers pie crust. Sugar Free Whipped topping Mix Greek yogurt with pudding mix. Divide between 2 crusts and add topping. Yummy and simple to make!!,yes,0.15302085876464844
3159169836474575504,"Can we all just agree that a dessert with apple and cinnamon in is one of the best desserts out there? It has to be hot and it has to have a dollop of vanilla ice cream on the side  Back when I was 9/10 years old my Crohn's was awful, it was decided to give my bowels a rest and put me on a food substitute for 6 weeks - Modulen  Google says - Modulen IBD is a nutritionally complete powdered feed for the dietary management of people with Crohn's Disease. It is to be used as a sole source of nutrition during the active phase and is for nutritional support during the remission phase During that time, I was admitted into hospital twice for a week each for dehydration mainly because I hated the drink, it was vile! It was supposed to be like a strawberry milkshake but was far from it. I barely drank enough to get my through and was hungry all the time - obviously everyone's experience is different but I was so relieved when I didn't have to be on it anymore! My point is  after those 6 weeks, the only thing I wanted to eat was an apple pie, and a couple days later, my mum made me one! After not eating and being ill for 6 weeks straight then having one of your favourite foods is one of the best things ever! Praise the apple dessert gods ",No,0.15288615226745605
3156362860616718119,Baking with Olive Oil VS Butter. In case you need to know.,yes,0.15542292594909668
3155071065080400450,"Tomatoes, white potatoes, eggplants, pepperswhat do all of these fruits and vegetables have in common? Theyre all nightshades- a plant family known as Solanaceae which includes some deadly inedible plants like tobacco, belladonna, and mandrake. The edible varieties that were familiar with arent deadly, but they do still contain compounds called alkaloids which include solanine (which may be toxic in large doses). Nightshades are safe to eat, they still contain a variety of antioxidants, polyphenols, vitamins and minerals that our bodies need. However! If you have any medical conditions that are exacerbated by inflammation like auto-immune diseases and more, you might want to substitute nightshades for a more gut and body-friendly alternative! Heres a few ideas: 1 Swap out white potatoes for any variety of sweet potatoes including purple varieties! 2 Substitute Mushrooms for eggplants! Youll get a similar consistency and flavor profile 3 Use celery, cucumbers, cauliflower, and even okra to swap out peppers 4 Looking for the sweetness of a tomato? Reach for beets and carrots! Any tomato sauce can be swapped out for pesto, cream-based sauces or alternative vegetable-based sauces (carrots, sweet potatoes, etc) Sorry to say but spicy peppers like jalapeo, habanero, and cayenne are all considered nightshades so kick up your spicy dishes with black or white pepper, and dont forget a plethora of aromatic and fragrant herbs and spices that can always elevate any recipe! www.madamlachance.com Styling and Photography by . . .",yes,0.1590437889099121
3155070057369851594,"Tomatoes, white potatoes, eggplants, pepperswhat do all of these fruits and vegetables have in common? Theyre all nightshades- a plant family known as Solanaceae which includes some deadly inedible plants like tobacco, belladonna, and mandrake. The edible varieties that were familiar with arent deadly, but they do still contain compounds called alkaloids which include solanine (which may be toxic in large doses). Nightshades are safe to eat, they still contain a variety of antioxidants, polyphenols, vitamins and minerals that our bodies need. However! If you have any medical conditions that are exacerbated by inflammation like auto-immune diseases and more, you might want to substitute nightshades for a more gut and body-friendly alternative! Heres a few ideas: 1 Swap out white potatoes for any variety of sweet potatoes including purple varieties! 2 Substitute Mushrooms for eggplants! Youll get a similar consistency and flavor profile 3 Use celery, cucumbers, cauliflower, and even okra to swap out peppers 4 Looking for the sweetness of a tomato? Reach for beets and carrots! Any tomato sauce can be swapped out for pesto, cream-based sauces or alternative vegetable-based sauces (carrots, sweet potatoes, etc) Sorry to say but spicy peppers like jalapeo, habanero, and cayenne are all considered nightshades so kick up your spicy dishes with black or white pepper, and dont forget a plethora of aromatic and fragrant herbs and spices that can always elevate any recipe! www.madamlachance.com Styling and Photography by . . .",yes,0.1537458896636963
3155069050186995540,"Tomatoes, white potatoes, eggplants, pepperswhat do all of these fruits and vegetables have in common? Theyre all nightshades- a plant family known as Solanaceae which includes some deadly inedible plants like tobacco, belladonna, and mandrake. The edible varieties that were familiar with arent deadly, but they do still contain compounds called alkaloids which include solanine (which may be toxic in large doses). Nightshades are safe to eat, they still contain a variety of antioxidants, polyphenols, vitamins and minerals that our bodies need. However! If you have any medical conditions that are exacerbated by inflammation like auto-immune diseases and more, you might want to substitute nightshades for a more gut and body-friendly alternative! Heres a few ideas: 1 Swap out white potatoes for any variety of sweet potatoes including purple varieties! 2 Substitute Mushrooms for eggplants! Youll get a similar consistency and flavor profile 3 Use celery, cucumbers, cauliflower, and even okra to swap out peppers 4 Looking for the sweetness of a tomato? Reach for beets and carrots! Any tomato sauce can be swapped out for pesto, cream-based sauces or alternative vegetable-based sauces (carrots, sweet potatoes, etc) Sorry to say but spicy peppers like jalapeo, habanero, and cayenne are all considered nightshades so kick up your spicy dishes with black or white pepper, and dont forget a plethora of aromatic and fragrant herbs and spices that can always elevate any recipe! www.madamlachance.com Styling and Photography by . . .",yes,0.15663623809814453
