pk,caption_text,output,inference_time
./posts/foodswaps/2023-09-19/images/post_3193737853283958125.jpg,~>@&,no,0.1562047004699707
./posts/foodswaps/2023-09-19/images/post_3187560195739144343.jpg,ee IL] 0 a ok Med a rede sy Lyd Ti ay KPa) PBL 229 Protein net Ue 579 Carbs RM CTS a-0),No,0.15342307090759277
./posts/foodswaps/2023-09-19/images/post_3180303006981352123.jpg,Feeling tired constantly? It could be your salt intake! LAURA FRONTIERO,No,0.15588808059692383
./posts/foodswaps/2023-09-19/images/post_3191782121931042130.jpg,Diabetes- Friendly ea 4 Laue e) YATES NID,No,0.15786409378051758
./posts/foodswaps/2023-09-19/images/post_3181801036989825631.jpg,ALANCE Cane B  ia ts,No,0.15935373306274414
./posts/foodswaps/2023-09-19/images/post_3181360191025287718.jpg,,no,0.15578007698059082
./posts/foodswaps/2023-09-19/images/post_3184470932666410904.jpg,"Welke couscous kies je? ced Smaakt rcs Per 100 g: Per 100g: 351 kcal | 2.4 g vet 360 kcal 4.4 Q vet 66 g kh (1,9 g Suikers) 56 g kh (2.3 g Suikers) 8.8 q vezels | 12 9 eiwit 12 g vezels | 18g eiwit Og zout 0.01 g zout  0,41  1,03",No,0.15552377700805664
./posts/foodswaps/2023-09-19/images/post_3179707984653494680.jpg,FOR eee 1 15.36 FAT DVP (PER 100 GRAMS)),yes,0.15647292137145996
./posts/foodswaps/2023-09-19/images/post_3187382765437905255.jpg,"Vond je deze post interessant? A Vergeet ben dan met op te 6.Gaan sour ater se 4 7 See Te herr mete srenden: eo Oret e a Shor ed ee aie PEGE cota ONE dese pact oy) WA Je dese pecet ken 4. oGh 1. YAOI MOC, 6 OGE AIA ck btboarherd can Groce! beng",No,0.15661406517028809
./posts/foodswaps/2023-09-19/images/post_3180305857099727726.jpg,\ DIET SWAPS YOU ' DON'T NEED TO MAKE UNLESS YOU REALLY LOVE THEM ea . VS,no,0.1568889617919922
./posts/foodswaps/2023-09-19/images/post_3193897648750592617.jpg,Die lbs salhieparits Wass,Yes,0.15519404411315918
./posts/foodswaps/2023-09-19/images/post_3187560195504292918.jpg,FASY FOOD SWAPS Bae ga 2 BN a-b,No,0.15489506721496582
./posts/foodswaps/2023-09-19/images/post_3193737853040701058.jpg,,no,0.1586461067199707
./posts/foodswaps/2023-09-19/images/post_3186683133117132094.jpg,5 HEALTHY FOOD SWAPS YOU CAN MAKE TODAY SWAP THIS FOR THAT,No,0.15816712379455566
./posts/foodswaps/2023-09-19/images/post_3184642743815396378.jpg,"~ Healthy Recipes To Make This Week Easy high-protein meals to nourish your body, support your metabolism, & help you feel good! from a holistic dietitian atsstefanuistewart",yes,0.15607595443725586
./posts/foodswaps/2023-09-19/images/post_3181360191033811162.jpg,~~ ~~ &  3 oO   ~~ WY & 9 c  Oo =  E <x,No,0.15445780754089355
./posts/foodswaps/2023-09-19/images/post_3194680406498227974.jpg,FOOD SWAPS FOR THE WEEK ACNE called,yes,0.15576982498168945
./posts/foodswaps/2023-09-19/images/post_3190073024487983687.jpg,,no,0.15465998649597168
./posts/foodswaps/2023-09-19/images/post_3193737853057577494.jpg,,no,0.156419038772583
./posts/foodswaps/2023-09-19/images/post_3190220736559176513.jpg,,no,0.15550732612609863
./posts/foodswaps/2023-09-19/images/post_3184642743689696433.jpg,Better Weeknight Spaghetti Ingredients:,yes,0.15360116958618164
./posts/foodswaps/2023-09-19/images/post_3189048097693832981.jpg,,no,0.1561288833618164
./posts/foodswaps/2023-09-19/images/post_3191020779577876952.jpg,CALORIE SAVING. IDEAS ~ ; Mazzorrtla J < rv 7 a 50g IK ch Sg B2cah . eal ora & cortact <  IDDq WDdkrae COg bdkras Aga be tee Ole at,No,0.1563870906829834
./posts/foodswaps/2023-09-19/images/post_3190765901658674220.jpg,Our Favorite Condiments Swaps >,yes,0.1588149070739746
./posts/foodswaps/2023-09-19/images/post_3181801037157379270.jpg,RT alae eee cl re ---? purcly purely ~~ elizabeth. Dizabeth. purely ~ elizabeth.,No,0.15595793724060059
./posts/foodswaps/2023-09-19/images/post_3194736320194327171.jpg,"Carrot Parsnip jit More vitam or  that Excellent source of vitamin A t CAPrors Rich in vitamin 83, B6, B2 Richin vitam 7 , BT, BS, K Lower glycemic index Rib cn folate Goult vatewe..> ow",yes,0.15598368644714355
./posts/foodswaps/2023-09-19/images/post_3180919633731592818.jpg,"FOODSWAP Eet slimmer, niet minder! t Q 7 ' oorpee Q . ( oe s,  : JONG . | BELEGEN ! :. BELEGEN - ; : . cof (oe Pa onae , ww  eo . a map ; Per 100g Per 100g 383 kcal 273 kcal 2 khd {es suiker) 29 kha {0g suiker) 31g vet 17g vet 249g eiwit 28g eiwit",No,0.15579700469970703
./posts/foodswaps/2023-09-19/images/post_3181750416863959197.jpg,Dn. Sawera Sadig Consultant Dietitian Follow Me On Instagram ediet_fulnutrition youver yadGg,No,0.15511393547058105
./posts/foodswaps/2023-09-19/images/post_3181801037082078997.jpg,wurbUTTeg ture wet fe fo pete A   Copa se athew Cfeme Chocolate Carp Doudle Chovclate XH 8 x? ytcea.,No,0.15359902381896973
./posts/foodswaps/2023-09-19/images/post_3186141095902208186.jpg,Colories per 100g - 238 cals Calories per 100g - 133 cals Protein - 18.29 Protein - 21.3g Fats - 189 Fats - Sg Carbs - 0.89 Carbs - 0.5g,yes,0.1540207862854004
./posts/foodswaps/2023-09-19/images/post_3184812116029470300.jpg,"ate, LOS oe Meal Plan Breakfast Moorg GG Gos w ts Pareer wily Pudina chutrey + Dinner Tha Vex/ Cracker Curry w th Jasn ce Rice",yes,0.15994477272033691
./posts/foodswaps/2023-09-19/images/post_3192845039390453544.jpg,"Healthy Food Swaps Cereal 9 3. &&. Oats | Soda 4 LO Water a Candy ,  \ . . Fruits 2 Chocolate I => Dark Chocolate",yes,0.18306374549865723
./posts/foodswaps/2023-09-19/images/post_3190006932935286474.jpg,__ $5.79 |,no,0.16034197807312012
./posts/foodswaps/2023-09-19/images/post_3181360191033703637.jpg,Food swap suggestions from JW Fitness,no,0.23585104942321777
./posts/foodswaps/2023-09-19/images/post_3193235478459401071.jpg,,no,0.16848516464233398
./posts/foodswaps/2023-09-19/images/post_3180403024514706758.jpg,ee Ley ae | ie) Directions: Mix Ingredients In Mug Microwave for 60-90 sec. ian Peps) PCa 4 ingredients a-),yes,0.16274189949035645
./posts/foodswaps/2023-09-19/images/post_3185234865842110962.jpg,rE Low-Carb Pasta Options,yes,0.16800689697265625
./posts/foodswaps/2023-09-19/images/post_3179443052381562791.jpg,"SAME SAME BUT DIFFERENT Snacks 100g microwave 100g jowar dhani popeorn awn a: ie, tc  ~, 5 fect ati wk oe RE ty  Nous a Ae! ee Sey, a 383 Keal 326 Keal 45g carbs 60g carbs 7g protein 6g protein 44g fac dg fat SelfCare",No,0.1631762981414795
./posts/foodswaps/2023-09-19/images/post_3181801036998183267.jpg,"& ut) _, COGIE,  \SXXDERS im GOLD see .",No,0.15818285942077637
./posts/foodswaps/2023-09-19/images/post_3180214276723494056.jpg,Keep or Toss Every pantry/fridge has a place where food goes to set up camp in the same spot for long periods This stash isn't doing you any favors by collecting dust and becoming questionable if it is edible. Addressing this first allows the clean-up juices to flow for the following stages amegg'oyy,No,0.15820097923278809
./posts/foodswaps/2023-09-19/images/post_3180303006972868846.jpg,"When you ingest too much salt, it can disrupt the balance of electrolytes in your body, which play a crucial role in maintaining cellular energy production. nLALRAERONTIERC",no,0.15529417991638184
