pk,caption_text,output,inference_time
3187503904119797475,Celebrate when you prevent late afternoon kid struggles by bringing freezie pops in a thermos. Its a kid-version of a glimmer.,yes,0.16920709609985352
3187382774640239707,"Gebruik je weleens kant-en-klare woksaus? Dan heb ik een mooie productwissel voor je. De woksaus van Jumbo (links) bestaat voor 43% uit suiker. Die van AH bevat 17 gram suiker. Dat is 2,5 keer minder. Ook bevat hij minder kcal. Die van AH bevat wat meer vet, maar dat is voornamelijk onverzadigd vet, dus dat is prima. Beiden bevatten veel zout. Die van AH iets minder, maar nog steeds heel veel. Met mate eten is dus zeker verstandig, maar de rechter is in mijn ogen wel echt een betere keuze. > Eet jij weleens kant-en-klare woksaus? En welke kies je dan? Laat het weten in de comments! En tag zeker iemand voor wie deze post interessant kan zijn. . . . . .",No,0.16592001914978027
3187371689800991717,"Food Swap Friday: Donuts (Krispy Kreme) Yumm!! Who doesnt love a donut?! Temptations like this come up at the workplace, church, school, etc. just knowing the difference between what is in a regular glazed vs a donut with a frosting or filling is huge! 190 vs 350 calories is a big difference. Grab that glazed donut, minis, munchkins over a whole donut to get that craving or temptation out of the way instead of grabbing a donut with fillings and toppings!",Yes,0.15672779083251953
3187301718245297958,"Follow for more health, nutrition and weightloss tips Educate and empower yourself! You don't need to miss out when in a calorie deficit, you can also enjoy 'soul' foods while working towards your goals. Learn the skill of counting macros, so that you too can enjoy your favorite foods while reaching your goals! We encourage you to eat ALL foods, do not restrict yourself as that will set you up with a poor relationship with food and lead to yo- yo dieting. At Hera we want to set you up for success - for LIFE! Our Busy Woman Program & Coaching applications are now open. Apply via our insta link",no,0.20213603973388672
3187249004553503368,"McDONALDS FOODSWAP  Tuurlijk kun je wel mcDonalds eten, ook al let je op je calorien! Als je bewuste keuzes maakt, kun je ook bij McDonalds een maaltijd eten met een prima hoeveelheid calorien. P.S. Op de achterkant van je placemat op het dienblad staan de voedingswaarden van alle voedingsproducten. Doe ermee wat je wilt .",No,0.15620803833007812
3186939696866098415,"EASY SWAPS TO LOWER CALORIC INTAKE AND MAINTAIN FOOD VOLUME  If youre youre in a fat-loss phase/eating in a calorie deficit, picking high-volume low-calorie foods can be a super easy and effective way to make a deficit easier and reduce your hunger levels. You can find alternatives to your usual foods and not cut them out completely.  Although some level of hunger is going to happen when losing fat, eating lower-calorie- voluminous foods can help you stay on track to your goals, as youre consuming fewer calories but still feeling full after eating. Foods like our sauces and processed snack foods are very easy to overeat and can blow out our daily calories without making us feel full. Making these simple swaps can help us control energy intake, particularly if your calories are at the lower end in a fat-loss- phase.  Comment below any of your favourite food swaps",No,0.1550610065460205
3186934581391437815,"If you have followed my posts for a period of time you know I am a huge peanut butter lover. You have also likely heard me reference how disappointed I was when I first started weighing and measuring my food and realized how little 32g of peanut butter really is.  One thing I have done in recent years to help is use PB2 in place of peanut butter for things like topping Greek yogurt, mixing in smoothies etc. PB2 allows me to get my peanut butter fix without all of the extra calories. Please know there is nothing wrong with eating a higher calorie food like peanut butter. But there are times when it just doesnt fit into the total daily calories, so PB2 can be a great option when needed. Who has tried PB2? What is your favorite way to use it?",Yes,0.15845823287963867
3186896076158788433,LIKE this post & COMMENT below if youll be making any of these swaps?? (Or do you already?)  . . . .,yes,0.15535402297973633
3186829157065254382,"Lets get this straight... it's not one BIG massive action that will lead to the results you want. It's all the little insignificant actions that add up over time to change your health. Just like one meal isn't going to shrink your waste or give you heart disease, it's the DAILY THINGS you eat on a consistent basis that make up the RESULTS you have now. Feeling like you don't know where to start and you've tried everything else to lose the weight, bloat & inflammation that's been plaguing you for as long as you can remember? Do you need a simple step by step approach that teaches you how to stop the yo-yo dieting once and for all + get the RESULTS you want? I have 4 spots left for my Gut Health Makeover group that's starting Monday September 11th where you will have me guiding you through how to make sustainable changes in your nutrition LAST! Comment the word NUTRITION below or check out my stories for the details ",No,0.15464115142822266
3186769071597465545,"True or False: You can have a PSL from Starbucks everyday and still lose weight. . . . . . . True. Believe it or not, you can diet for fat loss and still have Starbucks. You just need to be more mindful of the decisions youre making throughout the other hours of the day. A grande (16 fl oz) Pumpkin Spice Latte is delicious and clocks in at 390 calories. Compare that to the same size Mocha Cookie Crumble Frappuccino, and youre drinking 90 fewer calories per order. (480 calories in the Frappuccino.) What am I getting at? But thats only 90 calories difference. Yes, but thats 630 calories a week. 2,520 calories a month. Thats an entire extra day of eating essentially, but by consuming 90 extra calories per order. Long story short: Stop ordering milk shakes disguised as coffee and youll be alright. If you insist on getting a coffee flavored milkshake, consider what else youre eating throughout the day and adjust as needed.",No,0.15623712539672852
3186756710294100393,"I made these homemade spelt bread rolls today with chia seeds, pumpkin seeds, honey and olive oil in them, and by the way there wheat free, perfect for me.",Yes,0.15217208862304688
3186699487121190492,"If you are sweet treat whore like me drop what you are doing because this mess is a game changer. Vanilla yogurt, mix in PB2, melt some Lillys chocolate chips, drizzle on top add crushed peanuts. I didnt measure anything I just wanted to try it. Wholly shitballs its amazing!",Yes,0.15318012237548828
3186683138670456945,"We are really working on this and our house. Healthy food swaps are easy to make! By swapping out unhealthy foods for healthier choices, you can reduce your intake of saturated fats, refined sugars, and other harmful ingredients. What are your favorite food swaps",No,0.16344499588012695
3186460533115978783,Get in my belly !!! Healthy fish n chips done in the air fryer 275 calories instead of an store bought take out !! . . .,Yes,0.16495513916015625
3186460139782939813,,no,0.15450811386108398
3186402970372162720,What else would you like to add to this list?,No,0.15521597862243652
3186359794791533457,"How much water do you drink? Sometimes its easy to forget and not drink enough. Keep water on hand, and drink it often! Dont wait until youre thirsty to drink, as even mild dehydration can cause headaches. Look to drink two litres of water over the day; you can always add sliced citrus fruits, cucumber, mint, or rosemary for extra flavour. If you struggle to remember to drink regularly, head to our FREE app, where you can set a daily reminder.",yes,0.1516590118408203
3185961811870623218,Discover the undercover culprits of hidden sugars lurking in everyday products! From sneaky sources like condiments and cereals to your favorite yogurt brandsRD Donna exposes unexpected sugar-filled products. But fear not! Shes here with a guide to healthier alternatives that won't compromise on taste. Join us on this sugar-busting journey and reclaim control over your nutrition!,Yes,0.1513681411743164
3185921051645900377,It's food O' clock.,yes,0.15317296981811523
3185446274658756583," Applegate or Great Value bacon? Let's compare...  Widely available in many supermarket chains, Applegate's hickory-smoked, no sugar, uncured bacon contains pork, water, sea salt, and celery powder (in lieu of chemicals to cure). We give this product a green light for keto, although we'd like to see the added quality factors of pasture-raised and pesticide-free feed on this label as well. Other brands in this category include Pederson's, Wellshire, and a local farm near you! The Great Value brand (aka Walmart) gives us pause because of the pork cured with sodium phosphates, sodium erythorbate (what on earth is that???), and sodium nitrite used to preserve the product. Big Food manufacturers use chemical preservatives to enhance color and flavor, to extend shelf life, and to inhibit the growth of harmful bacteria. Needless to say, these ingredients are not ideal for your body. If you're aiming for a clean, nutrient-dense, and well formulated approach to keto food, make sure to choose uncured bacon from pastured pigs. In our opinion, it's always best to support a local farm that you know is raising animals right, but the Applegate option is not a bad choice, in a pinch. ",yes,0.15060901641845703
3185282932774332081,"Ben jij iemand die graag yoghurt eet met een fruitsmaakje? Weet dan dat er in deze varianten vaak veel suikers zitten, zoals in deze eerste optie. Voor bijna de helft van de calorien en maar liefst 75% minder suikers, kun je een soortgelijk product krijgen, zoals hier de kwark van Lindahls. Deze vind je gewoon in de supermarkt n in verschillende smaakjes. Ik heb zelf ook al de vanille en stracciatella geprobeerd, en ze zijn echt lekker. Let je zeker ook op het verschil in eiwitten? Bijna het dubbele in optie 2! Heb jij deze al eens gegeten? Laat het weten in de comments. Vergeet me niet te volgen voor meer food swaps! . . .",No,0.1520991325378418
3185234865842110962,"Craving that comforting bowl of pasta but looking to cut back on carbs? Not hating on carbs over here, for me it's about the gluten free aspect. Whether you're venturing into healthier options, monitoring carbs, or just wanting to try something new, there's a pasta version for you: Zucchini Noodles: Also known as ""zoodles,"" zucchini noodles are a popular low carb pasta option. They are made using a spiralizer to turn zucchini into long, thin strands that can be used instead of traditional pasta. Shirataki Noodles: Shirataki noodles are Japanese noodles made from the konjac plant. They are very low in carbs and calories and are often used in Asian style dishes like stir fries and soups. Spaghetti Squash: Spaghetti squash is a type of winter squash that, when cooked, separates into long, thin strands that resemble spaghetti. It has a slightly sweet and nutty flavor and is an excellent low carb alternative to traditional pasta. Cauliflower Rice: Cauliflower rice is made by grating cauliflower into tiny rice like pieces. It is a great low carb alternative to rice and can also be used in place of pasta in dishes like stir fries or salads or as a risotto sub. Eggplant Lasagna: Eggplant slices can be used in place of traditional lasagna noodles to create a delicious and low carb version of this classic dish. Slice the eggplant into thin, long strips and layer them with tomato sauce, cheese, and your favorite vegetables. Edamame Pasta: Edamame pasta is made from ground edamame beans and is an excellent source of protein and fiber. It has a texture similar to traditional pasta and is a great low carb alternative. Palmini- Palmini is a pasta substitute or alternative made from the heart of palm, which is the edible core of a palm tree. It is low in carbohydrates and high in fiber. Which of these would you try?",No,0.1526319980621338
3184812128939307222," Ready to make your meals a masterpiece?  Say hello to ""Smart Swaps""!  These culinary tricks will transform your dishes from ordinary to extraordinary.",yes,0.15235495567321777
3184642749075199872,"Easy weeknight recipes! Here are a few meals weve been making lately.. Panko crusted salmon Lemon rosemary chicken High protein high fiber spaghetti  Buffalo chicken strip salad Spicy shrimp tacos As always our goal is high protein nutrient dense meals to nourish & help us feel our best! Save for your next meal plan & follow along for more easy recipes to support your metabolism & health goals! . . . Hi! Im Stefani a holistic dietitian here to help YOU support your metabolism & FEEL your best! Head to my feed for nourishing meal ideas, tips & education for a  metabolism, all-day energy & happy hormone health!  Download my free metabolism food guide with over 80 healthy food swaps to make at the grocery store and how to build healthy meals for a fiery metabolism (link in bio)",Yes,0.15327787399291992
3184543197748829291,Chicken & halloumi sweet chilli wraps Easy food for the win. You really cant go wrong with a chicken wrap! I like to opt for a wholegrain source when choosing my carbohydrates which tend to contain more fibre than simple carbs. Wholegrains also have a lower Glycemic Index which slows down blood sugar spikes & prevents hunger crashes = fuller for longer. I added grilled chicken & halloumi for my protein & fats & some chilli jam for some kick. This is tasty hot or cold so great for when youre on the go!,Yes,0.1566939353942871
3184517653247784640," Handig! 4 soorten crackers die weinig koolhydraten bevatten!   Like = ik wil vaker dit soort tips   Veel crackers bevatten witmeel en/of te weinig vezels en zijn daardoor minder voedzaam, vind ik zelf. Ze zitten vaak ook hoog in de koolhydraten.   Ik ben daarom een voorstander van crackers die n voedzaam zijn n wat lager zitten in de koolhydraten. Daarom vind ik deze 4 soorten crackers echt een aanrader.  Welke cracker kies jij?   Liefs, Muriel  . . . .",No,0.15554571151733398
3184470942002936193,"Volkoren couscous (links) bevat ongeveer 2,5 keer zoveel vezels vergeleken met gewone couscous. Maar wist je dat kikkererwten couscous (rechts) ng meer vezels bevat? Kikkererwten zijn peulvruchten. Ze zijn rijk aan eiwitten en aan vezels. We eten ze in Nederland eigenlijk veel te weinig. Dat is zonde! Kikkererwten couscous is wel veel duurder dan de volkoren couscous. En belangrijk om te vermelden: beide producten zijn absoluut een super goede keuze! Dus ook de volkoren variant is een hele goede keuze. Wat je ook kunt doen: volkoren couscous kiezen en een blik kikkererwten apart toevoegen. Zorgt voor dezelfde ophoging van eiwitten en vezels en geeft meteen vulling aan je couscous gerecht. > Eet jij weleens kikkererwtencouscous of kikkererwten door je couscous? . . . . .",No,0.1540851593017578
3184386743715690086,"Have you seen our FREE app? You can set daily reminders to help you remember to take your supplements and HRT. If you regularly forget to drink water, you can get reminders sent directly to your phone. You can also create a personal plan of activities and exercises based on your symptoms. Head to the Apple Store or Google Play to download.",no,0.1515369415283203
3183408119515091349,Savouring pasta goodness with a low-carb twist!!  say hello to zoodles your low carb couscous bff! Tag someone who needs this healthy swap!!,Yes,0.15377521514892578
3183214353809325288,"I lovee me a good salad nom nom nom !! But even when it comes to salads, it can be borderline not good for you. The deep fried chicken strips, nachos, and 5 cups of dressing can bring out the worst in you, literally! From skin flare ups to a bad case of bloating and weight gain, making small changes on your plate can be helpful. Start by selecting healthier alternatives to enjoy your meal. Instead of fried chicken try grilled, instead of ranch dressing maybe youd rather balsamic vinegar. These smaller changes creates habits of healthy lifestyle choices ",No,0.15082502365112305
3183089651538902096," thanks to everyone that joined the food planning session today! Hope it was valuable , great Q&A on simple swaps  9 day trial packs are available Free wellness evaluation also available with no obligation   for details",no,0.15270018577575684
3182457278095365530,"Food Swap Friday: Chick Fil A Chicken Nuggets (8 ct) I know many of us are huge chicken nugget fans! Again, this is just more about knowing what we are putting in our bodies. They are both full of protein, which is great, but there is so much less fat and calories in grilled nuggets, and we all know fried foods arent always the best choice for our bodies. Is it ok to enjoy fun foods from time to time, absolutely!!",No,0.15577006340026855
3182289494584674079,"Sometimes fast food is our only option and maybe someone doesnt have the time or resources to meal prep to bring food with them on the go, and thats okay! Its about finding healthier alternative that fit into a balanced diet  These are some fast food alternatives that are lower in calories so they may be a better option, especially if youre on a weight loss journey! Some general things I recommend looking for when eating out include:  choosing grilled options to help lower fat intake  opt for smaller portions for fries/sides or beverages  opt for DIET soda products as these have ZERO calories (amazing for weight loss management)  ask for a low fat dressing  skip added sauces or dips All foods can be included into a balanced diet and you can still enjoy the foods you like while on a health/weight loss journey!",No,0.15351009368896484
3187152811899292096,LOWER CAL FOOD SWAPS - Here are a few of my favourite lower cal food swaps that allow me to still enjoy the foods I love whilst eating within my calories!,No,0.15117216110229492
3182788805757230066,"Transform your tastes & revamp your health: Explore these tasty swaps to boost your well-being and indulge your taste buds! Fizz to Fruit: Swap those bubbly soft drinks for fruity juices. Let the flavors party on your taste buds while giving your body a vitamin boost! Cake to Dark Delight: Bye-bye sugary cakes, hello dark chocolate! It's not just yummy, it's loaded with antioxidants and mood-boosting magic. Milk Tea to Herbal Hug: Instead of heavy milk tea, opt for herbal teas. Each cup is like a cozy hug for your well-being, soothing nerves and aiding digestion. Sweets to Dry Superstars: Say no to sugar crashes and yes to the crunchy goodness of dry fruits. They're nature's candy, full of fiber, vitamins, and long-lasting energy. Sugar Switcheroo: Kick refined sugar to the curb and welcome honey or jaggery. It's like upgrading your sweet game while being super kind to your body. Let's tackle this challenge together, one tasty choice at a time. Every better pick makes us feel amazing. Cheers to delicious decisions that love our bodies right back! ",yes,0.15381813049316406
3181801043666991160,"HEALTHIER FOOD SWAPS These alternatives have cleaner ingredients & are ultimately easier for the body to digest! As someone who has struggled with digestive issues & bloating, I feel obligated to share the swaps that have worked for me & benefited my overall gut health. * Please note that everyones bodies are different & we all digest/react to ingredients in different ways. I have spent a lot of time trying different alternatives & doing tons of research to find what works for me. Feel free to try these swaps & spend some time finding what works for you!! :)",Yes,0.15401887893676758
3181764276246119771,"One of the mistakes I notice when people try to lose weight and fail to keep it up is they completely overhaul the foods they eat. They go from eating foods they like to going for a completely different food that they find almost unpalatable. If you really don't like a food, will you be able to sustain this long term? I doubt it. Take the burgers in the picture of instance, both very similar but there is over 30 Calories a difference in them. Now this may not sound a lot, but it is significant. If every food you eat was 30 Calories less than your usual food, you would quickly have reduced your Calories, without eating foods you really don't enjoy. So think to yourself, do you need to make huge changes you can't sustain, or small changes that will add up? You know the foods you like the most, so this is another option to consider. Till next time...JS Thursday Thoughts --------------------------------------------------------------- For coaching enquires send a DM or Text 07591141999 And I will get back to you",No,0.1546030044555664
3181759272138749635,"DinnerHomemade chilli with basmati rice and side salad  think I overdone it with the chilli but tasted yum-my!!!  Dinner Homemade Chilli, 100g cooked basmati rice, a sprinkle of cheddar and some iceberg lettuce to cool down my mouth  Delicoius!!! ",yes,0.15281105041503906
3181750428306131178,"As you gain weight in alot of years then how it is possible to shed it in some days or weeks?????? Along with it, we do crash diets even without knowing that how badly they can impact our health. - Check the post's slides to know the symptoms and if you feel these symptoms then you need to switch your diet to a balanced healthy diet. Do crash diets actually work? Going on a crash diet may deliver short-term results. By cutting your calories so low and making drastic changes to the type of food you eat, your body will shed weight. But there are lots of problems with this dramatic approach to losing weight. If you want to lose long term weight in a healthy manner then don't go for crash diet, otherwise you'll lose weight for short time and will gain all that weight back after sometime.",No,0.15166521072387695
3181679079456371951," Follow for more health, nutrition and weightloss tips     ! You dont need to miss out when in a calorie deficit, you can also enjoy soul foods while working towards your goals. Learn the skill of counting macros, so that you too can enjoy your favorite foods while reaching your goals! We encourage you to eat ALL foods, do not restrict yourself as that will set you up with a poor relationship with food and lead to yo- yo dieting. At Hera we want to set you up for success - for LIFE! Our Busy Woman Program & Coaching applications are now open. Apply via our insta link",yes,0.154127836227417
3181490848042456544," Before you make a food swap, let's talk cravings for a sec. You know those certain foods that just hit the spot? Creamy, crunchy, salty, sweet, and savory  they're like the VIPs of taste sensations that make us love what we eat. Identify your craving, then go from there!  You can still get that satisfaction by choosing alternatives that fit the same category. Here are some cool ideas to try: 1. Try almonds, carrots or celery instead of chips or pretzels. There is still a crunch, but the nutrients are higher in the healthy stuff. 2. Reach for flavored water instead of soda. Add a splash of fruit juice, lime, lemon, fresh fruit or mint. 3. Choose hummus or avocado instead of mayo on a sandwich. Get the creamy and moist texture with higher quality foods. 4. Munch on a sweet potato with cinnamon instead of cake. Get the sugar fix without the empty calories. 5. Enjoy some plain yogurt swirled with vanilla and honey instead of artificially flavored yogurt or ice cream. 6. Snack on grapes, apples, peaches, dried mango or other fruit instead of candy to satisfy the sweet tooth. 7. Indulge in a piece of dark chocolate or a nuts-only bar instead of a candy bar.  Plus, these swaps are not just for the health perks, but for the awesome energy boost and improved focus they bring! . . . . . .",yes,0.1513209342956543
3181360200881814469,This week's blog is about simple food swaps and tips to help you consume less calories. You can read the full article on our website at: Do you have any other ideas? Please add them below ,yes,0.1537001132965088
3181226141134847466,In a deficit but love having mayo? Heres a simple food swap that allows me to stick to my calorie deficit!!,Yes,0.15117907524108887
3181057768187149335,Heres a bit of a different one for you Gluten free low carb bread  This isnt a Cookidoo recipe but I sure did prepare it in the Thermomix! Less mess! No need to knead by hand! The verdict? Amazing! Ill be making this one again and again ,Yes,0.1525888442993164
