pk,caption_text,output,inference_time
./posts/foodsubstitutes/2023-09-04/images/post_3063176864693269656.jpg,Vad,no,0.15702104568481445
./posts/foodsubstitutes/2023-09-04/images/post_3032292977867081247.jpg,,no,0.15177106857299805
./posts/foodsubstitutes/2023-09-04/images/post_3123387313162554185.jpg,WHITE POTATOES mn... Sweet potatoes Parsnips ih Cauliflower,Yes,0.15083980560302734
./posts/foodsubstitutes/2023-09-04/images/post_3180028970149852095.jpg,"Decoding Cravings A craving can be a signal that something is out of balance or you are deficient. it doesn't always mean that you NEED that certain type of food % Chocolate - Magnesium deficiency 1 Sweet fruits & Juices - Vitamin deficiency Oily food & fat - Cakcium, Essential Fatty Acids deficiency * Bread - Nitrogen deficiency Soda - Calcium deficiency Salt - Chioride, Electrolytes deficiency, Stress or Hormone fluctuations ~ Coffee -Sodum, Electrolytes. Iron Sulfur & Phosphorus  Alcohol - Calcium, Potassium & Glutamine",yes,0.15231704711914062
./posts/foodsubstitutes/2023-09-04/images/post_3058235435059407802.jpg,"Healthy Diabetic Food Substitutions Breads Flours Whole Wheat Almord Coconut Protein Powder Protein Foritied Sugars Ravlacal Foney Monk'rut Stevia Agave Cocenut Sugar 100% Pure Maple Syrup Sugar A cohols - Erythata Xy ital. ets Tortillas Pastas Wo e Wheat Lent! Vegetable Totu or Sniratak P-otein Foruhec * Corn + Whole Wheat  High f.ber Low Carb . . 100% Weoe Wheat Sprouted Whole Grains Seeded Rice Veggie (Cauifiowver, B-occol. etc } Brown ce Quroa Faro Oatmeal Potatoes * Stee Cut Sweet Potatoes Cau flower Rad sb",yes,0.15596318244934082
./posts/foodsubstitutes/2023-09-04/images/post_3181148206691148844.jpg,,no,0.15310120582580566
./posts/foodsubstitutes/2023-09-04/images/post_3044418689902678749.jpg,SWAP THIS FOR THAT POTATO FRIES BAKED y SWEET POTATO FRIES,yes,0.15548205375671387
./posts/foodsubstitutes/2023-09-04/images/post_2936045395345966246.jpg,,no,0.15607690811157227
./posts/foodsubstitutes/2023-09-04/images/post_3063176864852647979.jpg,"Co ) hronger eas to poor Gecis on TaKINg ard Causes some ecole to behave bad y G ve your brat ang your nocd achance There 5 usua ly a cetter opt.om Jister to your body and leave what fuels you best, we al nave our owe Intle a ererces ana preferecces Wrat works formost people s REAL F RES: fOOD",No,0.1542041301727295
./posts/foodsubstitutes/2023-09-04/images/post_2957790020861638448.jpg,,no,0.1536860466003418
./posts/foodsubstitutes/2023-09-04/images/post_3125172564927074714.jpg,HOT DOGS Processed meats are loaded with salt & contain saturated fats which can raise your risk of certain cancers such as colorectal and breast cancer. INSTEAD Foods that are low in salt but high in protein. Tofu is a delicious option and lean meats also can fill my crave.,yes,0.15356874465942383
./posts/foodsubstitutes/2023-09-04/images/post_2952430847719019902.jpg,,no,0.15523982048034668
./posts/foodsubstitutes/2023-09-04/images/post_2953598899113647089.jpg,,no,0.1521310806274414
./posts/foodsubstitutes/2023-09-04/images/post_3013435012482389251.jpg,FOODS REDUCE INFLAMMATION RS O Se >< |] mS: ,yes,0.15225481986999512
./posts/foodsubstitutes/2023-09-04/images/post_3083321907935504133.jpg,,no,0.15222978591918945
