pk,caption_text,output,inference_time
3194736327165267982,"Are you eating the same foods all the time? Our bodies need a varied diet and many nutrients to thrive. You can make simple swaps to change up the nutrients you are providing your body. The above examples are showing two beneficial foods and how they compare to each other. Both bring their own benefits to the table. Depending on your bio-individuality, you may need to focus on introducing a certain food or exploring more alternatives that contain certain vitamins. Book your free discovery call today to start exploring how to feed your body what it needs to thrive!",No,0.15319204330444336
3194690740405952734,"FOODSWAPS  Natuurlijk zeg ik nu niet dat je nooit meer Fanta mag drinken, maar deze keuzes kunnen je helpen met afvallen als je in een calorie tekort wilt zitten. Ik wil laten zien dat je met kleine aanpassingen al veel kan bereiken.  Spicy McChicken  Chili Chicken  Tonijn in olijfolie  Tonijn in water  Mosterd honing  Mosterd honing 0%  Fanta  Spa rood + slimpie sinaasappel",No,0.14562368392944336
3194680412152188612,Simple food alternatives to aid your acne prone skin.     ,yes,0.15018820762634277
3194642236507943186,"Food swaps have changed my life!  Today, I want to share a little food swap that has been a game-changer for me. Instead of using a regular burger bun, I've discovered the awesomeness of using lettuce as a bun!  Let me tell you, it's a total game-changer for a healthier and lighter option. Here's how you make it (serves 4) 1 pound ground beef (or your preferred ground meat) Salt and pepper, to taste Lettuce leaves (such as iceberg or butter lettuce) Sliced tomatoes Sliced red onions Sliced pickles Condiments of your choice (ketchup, mustard, mayonnaise, etc.) Instructions: Heat a skillet or grill pan over medium heat. Season the ground beef with salt and pepper, then shape it into burger patties. Cook the burger patties on the heated skillet or grill pan for about 4-5 minutes per side, or until they reach your desired level of doneness. Remove the burger patties from the heat and let them rest for a few minutes. While the patties are resting, wash and separate the lettuce leaves, and prepare the tomato slices, onion slices, and pickles. Take a lettuce leaf and place a burger patty on top. Add your desired toppings, such as tomato slices, onion slices, pickles, and any condiments you like. Fold the lettuce leaf around the burger patty and toppings, forming a wrap. Secure it with a toothpick if needed. Repeat the process with the remaining burger patties and toppings. Serve the burger lettuce wraps as a delicious and low-carb alternative to traditional burger buns. Feel free to customize your burger lettuce wraps with additional toppings or spices according to your preferences. Enjoy! For more healthy recipes, please check out the link in my bio  Follow for my food swaps and healthy recipes!",yes,0.15556788444519043
3194302154867660043,"You asked me to post more around healthy meal ideas and food swapping recommendations... so here we go!  Make sure you follow me for Part 2  and like this post if you resonate with SWAPPING over CUTTING...  ""FOOD SWAPPING"" is my favourite way to change what you are eating for the better without thinking of ""cutting foods out"".  If I have to think of cutting things out, I tend to rebel  much better to think in terms of FOOD SWAPS rather than FOOD CUTTING.  Stay tuned for Part 2 and Part 3... If you have any particular foods or meals you'd like swap recommendations for, pop them below in the comments and we may have a Part 4... THANK YOU!  I will be exploring Food Swaps in an exclusive session with my Naturopathic Insights group this Thursday. If you'd like to join, flick me a DM to find out more, and I'll get you set up to gain some fabulous health insights with me as your guide. ",yes,0.15581107139587402
3193897653750304665,"HEALTHY FOOD SWAPS note: the ""less healthy"" versions are perfectly fine to have too!! <3 Credits to  from lemon8 app",No,0.15627503395080566
3193753648748261925,"Its common for youths (and adults!) to complain about always feeling hungry, even after eating lunch/dinner or having a snack  On days when youre busy with school, have training, are working a long shift or just simply dont have the time to stop and eat, following these tips can help you keep a handle on hunger throughout the day. No one likes to be hangry  If you're feeling hungry, most likely all you'll be able to think about is food. Set yourself up to satisfy your hunger by including filling macronutrients at each meal/snack and ensure hydration & sleep is of top priority  ",No,0.15530705451965332
3193737859541974681,   *.  . -:  Healthy food swaps!  17 sept 2023  Yunjin (Lesserafim) -: new theme!  -:  pinterest  me!  and  with changes! ~~~~:~~~~,No,0.15702509880065918
3193235484029230323,"Healthy Food Alternatives Some of my favorite food swaps that I love & eat almost every day! 1. Atkins iced coffee protein shake - these are my new favorite! Instead of having an iced coffee that I pour about a cup of coffee creamer in 1 switched to these protein shakes! I love the caf caramel flavor the best, and each bottle has 15g of protein, 1g of sugar, and only 160 calories! 2. Pasta Zero Spaghetti -I loveeee pasta and would always feel guilty whenever I would eat it but was on a diet or trying to eat healthy. I swapped my regular noodles out for pasta zero which is gluten free, vegan, 5g of carbs, and only 20 calories! I think they taste great and are a great swap for other types of noodles! 3. Hippeas chickpea tortilla chips - I love chips & dip and just snacking on chips in general, especially tortilla chips. These Hippeas chips are so good and are made with better ingredients than most chips and are lower calorie and overall better for you! They have lots of flavors and options to choose from! Credits to from lemon8 app",No,0.15505719184875488
3193152852581996953,"Heres how to shed extra pounds One effective strategy is to cut calories by making simple, yet impactful swaps in your diet. Swap out potato chips with air-popped popcorn, replace spaghetti noodles with zucchini noodles and opt for fresh berries instead of candy such as gummy bears. These small changes can add up to significant calorie savings over time while still satisfying your cravings. Remember, successful weight loss is about making healthier choices, not deprivation. So, make the swap, enjoy your journey, and watch those pounds gradually melt away! . . . . .",yes,0.1542341709136963
3192845039390453544,Comment your food swap ? Follow  Puri -> Roti Potato > Sweet Potato,yes,0.15629911422729492
3192633723021484320,"Simple swaps to follow a Mediterranean diet  As I mentioned in my last post, the principles of a Mediterranean diet can be adopted in any diet.   You can follow these ideas to make simple swaps with your usual foods   e.g chicken curry with white rice- could become chicken curry, daal, spinach, tomato &cucumber salad with brown rice  e.g. Meat lasagna could become- mince meat mixed with lentils and extra mushrooms/ courgette added, & maybe spinach added to your white sauce?   WCRF also recommends these heathy food choices for cancer prevention/reoccurrence so have a look at see if you can make some swaps to your usual diet.  Have you found some of this easy to adopt? Which have been more challenging? Drop any comments below   ",No,0.15360116958618164
3192501605525862085,"Food Swap Friday: Cheeseburgers  (Burger King) Wow! I am absolutely in shock over that Bacon King Cheeseburger! 1200 calories! 81g of fat!!! All of my ladies in Trim should be eating 1200 calories+, but that should most definitely not be the only meal you eat in a day either. Stick to the basics.. the more toppings, condiments, etc you put on the burger are only going to add up! Eat that plain cheeseburger and add some healthy sides to balance out your macros and have plenty of room for a lot more food!!",No,0.1577777862548828
3192238535524252837,"Looking for a sweet fix?  Try swapping the Dairy Milk Caramello for a Pauls Chocolate Mousse. Tastes great and the kids love them. Now I know these arent your classical healthy foods but its ok to indulge in the sweetness of life, but savor it in moderation. Enjoy the taste of your favorite treats without overdoing it, and maintain a happy and healthy balance. Are you a sweet tooth?",No,0.16460490226745605
3192234699111839436,"Busy Mums: Smart Food Swaps for Healthier Choices!  Calling all busy mums! We know how important it is to make healthy choices while juggling a hectic schedule. That's why we're here to share 5 smart food swaps that will transform your favourite food and snacks into healthier, guilt-free options!  Start making smart food swaps today to nourish your body, boost your energy levels, and set a wonderful example for your little ones.  Remember, small changes can lead to big health benefits!  Subscribe to my Linktree Account to get notified of my upcoming FREE resources! ",No,0.1566309928894043
3191782121931042130," Ditch the white rice and say hello to CAULIFLOWER MAGIC!  If you're managing diabetes, this is your game-changer. Cauliflower rice is low-carb, low-calorie, and incredibly versatile. It won't cause those blood sugar spikes, but it sure delivers on taste and texture.  Swap it into your favorite rice dishes and enjoy the benefits: better blood sugar control, fewer carbs, and a healthier you! Delicious and diabetes-friendly? That's the cauliflower way. Give it a try and share your favorite cauliflower rice recipes with us!  . . . . . . . .",yes,0.15526103973388672
3191425095502334942,How would you celebrate ,no,0.15595483779907227
3191063277919833712," Customer Review Alert!  ""Perfect texture, healthy, and low carb! These kelp noodles are a game-changer! The texture is spot-on, reminiscent of ramen-type noodles, but they are so much healthier and low in carbs. What's more, they have the magical ability to soak up and enhance the flavors of whatever you add to them. They could become a staple in the kitchen for creating delicious and guilt-free dishes. Have you tried them yet? Let us know in the comments!",Yes,0.15970373153686523
